published_date,travel_month,published_platform,title,text,rating,tripType,helpful_votes,word_count,review_length_tier,sentiment_label,published_year,published_month,travel_season,is_verified_travel
2019-07-05,2019-07,MOBILE,Super busy And packed ,A must view I guess but the hustle & bustle drives you crazy... skip the queue tickets still take ages due to security. Go early am or risk long delays. ,3,Unknown,2,30,Medium (25-75w),Neutral,2019,7,Summer,True
2019-07-05,2019-06,OTHER,A must see!,"When you come to Rome you have to see the Colosseum.We had a guided tour which was great as we were given a very informative tour.
There is'nt that much shade in the outer areas so if its hot like it was when we were there (thanks to a heatwave over Europe)..take a hat,sunscreen and water!",4,COUPLES,2,56,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-05,2019-07,OTHER,Amazing but be aware of sellers,"The Colosseum is amazing, its exactly how you think it will be. However, be aware of the ticket sellers outside. There are so many of them and they keep trying to stop you and even follow you around.",4,FAMILY,2,38,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-05,2019-06,OTHER,"What can you say, see with awe","A very short walk from our hotel, 10/15 minutes and as you walk, please don’t get the tourist buses you miss so much, the building rises into the skyline and you wonder at its majesty. I can tell you as I child you only ever saw it on tv and in films, but to be stood near it, goose pimples will envelop you. It’s magnificent, not what happened inside, but the marvellous way the structure was completed within the era, it’s an absolute must and we are so glad we went. Only caution, watch out for the lucky,lucky men. They may appear friendly but they don’t spend their time with you for nothing. Be polite tell them no and they will walk away. But if you engage expect to buy something ",5,COUPLES,1,131,Long (75-200w),Positive,2019,7,Summer,True
2019-07-05,2019-07,MOBILE,Ticket touts!!!,"The colosseum is literally right outside of the metro station and it took my breath away! 
What a wonderful site.
However you cannot move more than 5 steps without having a ticket tout in your face, or someone trying to sell you water, an umbrella, a hat etc etc.
This is stressful when you are also trying to navigate the huge crowds in 37 degree heat, while trying desperately to hold onto small children.",3,FAMILY,2,74,Medium (25-75w),Neutral,2019,7,Summer,True
2019-07-05,2019-03,OTHER,"Beat the queues, amazing visit, well worth it!","We got here for around 9.20am, we were actually looking for the queue but there wasn't one! Straight to the front to buy tickets and in we went, very quick, and so worth it! 
We visited in March so the weather was good, it wasn't too busy at 9.20am, we didn't book ahead, we walked straight to the front and brought tickets there. Easier to not book ahead and just get there early I'd say! ",5,COUPLES,2,75,Medium (25-75w),Positive,2019,7,Spring,True
2019-07-05,2019-07,MOBILE,I Love Rome Tour,Absolutely awesome. The guide was great very informative and kept us together with large crowds and challenging heat.,5,COUPLES,1,18,Short (<25w),Positive,2019,7,Summer,True
2019-07-06,2019-06,OTHER,Amazing,Visiting the Colosseum was so much more than I expected.  You can almost see the gladiators entering & preparing to fight.  Definitely a must see while in Rome,5,FRIENDS,1,28,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-07,OTHER,Gray line tour of Colloseum/Palatine wiith Claudi,"The Gray Line Colloseum and Palatune tour- A wonderful tour full of history and fun-filled facts!  Knowledgeable yet light-hearted and very thoughtful given the extremely hot weather. Claudi  found shade whenever she could. She is German but her English is excellent and clearly understood. We loved the tour and our guide. We highly recommend this tour, the tour company and especially our guide, Claudi!",5,FRIENDS,1,64,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-06,OTHER,New 7 Wonders of the World,"The Colosseo has made the list.  Very, very busy sight.  Sooo many people trying to get in. Buy your tickets on line and if you have a Roma pass need to make an entrance reservation. It will still take you over an hour to get to the entrance.  There are qualified tour guides inside for considerable less euros or do your research and buy a self guide.  But it is a must see.",5,FRIENDS,2,73,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-07,MOBILE,Skip the line and have a wonderful time learning,Nina walked us through the arena for and the top deck with a slow and measured pace. It felt wonderful to be in the 72AD monument and highlights the accomplishments that was Rome,5,FAMILY,1,33,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-07,MOBILE,Really awesome ,In rome for a week. The Colosseo is a must seen and I don’t regret it at all!! It is wonderful! The architecture is mind blowing! One of the 7 new wonders of the world!! ,5,Unknown,3,35,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-07,OTHER,Great Experience.  Learned alot.,Our guide was very knowledgable and interacted well with the group.  It only gets 4 stars because it was extremely hot.  Save yourselve some grief and do not go in July.,4,COUPLES,1,31,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-02,MOBILE,Must go,This is an amazing experience. Must go and see . Bring water and snacks because there's no bending machines or people selling food near the Colosseum grounds . Buy your tickets online before arriving is going to save you a lot of time .,5,FAMILY,2,44,Medium (25-75w),Positive,2019,7,Winter,True
2019-07-06,2019-07,MOBILE,Remarkable,"Phenomenal site. HIGHLY recommend going with a tour guide (we LOVED Context Travel)— they can get you past the lines, plus help contextualize and focus what would otherwise be an overwhelming experience. You must go!",5,FRIENDS,2,35,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-07,MOBILE,Fantastic and informative,Absolutely fantastic day with private tour guide full of information and made the hot weather a fun day in the sun. ,5,COUPLES,2,21,Short (<25w),Positive,2019,7,Summer,True
2019-07-06,2019-04,OTHER,Great tour of Colosseum,"Booked with Arena tours when I got to the colosseum, by a gentleman in blue jacket, the tour was 18 of us, really knowledgeable on history of colosseo, gave us time inside not enough due to long lines, then the palentine hill and forum tours were awesome worth it.",4,SOLO,2,49,Medium (25-75w),Positive,2019,7,Spring,True
2019-07-06,2019-06,OTHER,Must see when in Rome,"When in Rome, you must stop here.  Make sure to get a tour or tickets ahead of time.  We did the arena floor tour which was great and highly recommended.  The only downside is all of the people trying to sell you things as you go in.",5,FAMILY,1,47,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-07,MOBILE,"4th visit, but just as awe-inspiring as the 1st!","It’s currently 40 degrees in Rome, so thank goodness we’d booked for early entry at 09.30 this morning - as we were going in, there were very long queues of people who hadn’t booked in advance, all waiting in the blistering heat.

The audio guide is definitely worth it, as it gives you a real insight into the different areas and what they were used for.

I’m sure if we return to Rome, we’ll be making a 5th visit!",5,COUPLES,2,79,Long (75-200w),Positive,2019,7,Summer,True
2019-07-06,2019-07,MOBILE,Hive of misinformation and disorganisation ,"*Warning, I’m still jaded from this experience so take this with a grain of salt*

I’ve been to the Colosseum before. This was nothing like my experience with a guided tour. We booked the day before (you will need to book a time which you can do online or next to the Roman Forum). 

We arrived 10 minutes before our allotted time slot and were shown by someone wearing an ‘information’ singlet where the line to wait to get in was for people who had booked their time before hand. The line was in the sun, not moving and we were told would take up to 2 hours to get through. We waited 10 minutes before giving up. In that 10 minutes we were harassed and people tried to make us buy tours, water and junk. I would recommend going with a tour and looking up the tour company. If you do go independently, be prepared for a long wait and bring plenty of water, shade and sunscreen. Arrive at least an hour before your time or try and get in early!",2,COUPLES,3,182,Long (75-200w),Negative,2019,7,Summer,True
2019-07-06,2019-07,MOBILE,Collaseam,Went on an organised trip. Fantastic place to visit and lots to see. Sadly not in very good condition but it is in huge grounds. Spent about 3 hours there,5,COUPLES,2,30,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-06,MOBILE,Soak in the atmosphere ,"It’s what you would expect from such an iconic venue, go with a tour guide though to get the most from your visit",4,COUPLES,1,23,Short (<25w),Positive,2019,7,Summer,True
2019-07-06,2019-06,MOBILE,A must visit place,"Very impressive. We visited in June and it was very crowded.  Took a guided tour there, and it was worth it. Make sure to take some water with you, can refill bottles from water taps",5,COUPLES,2,35,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-07,MOBILE,Lovely relaxing visit ,I'm disabled and the staff couldn't do enough to help without actually being asked. Lift access was great and we were fast tracked aswell. ,5,COUPLES,2,24,Short (<25w),Positive,2019,7,Summer,True
2019-07-06,2019-07,OTHER,An amazing building,The Colosseum is HUGE. It is worth seeing just to understand how Romans gathered together and interacted with one another. I was able to visualize the gladiator fights and imagine the reenactments of major Roman battles much better.,5,FAMILY,2,38,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-06,2019-07,MOBILE,Keep Cool at The Colloseum,"Make sure to bring a bottle of water with you as there's an outdoor tap for refills and you can also drench yourself in said water. Avoid any and all ticket touts/merchants because it's just not worth it. 

If you're 18 to 25 and an EU citizen you can get bargain tickets for this, we only paid €2 each, which is an absolute steal for the fantastic views you get both inside and out of the colloseum. 

This also comes with a ticket for the Palatino Hill across the road, which we didn't get to see, but looked good from a distance. ",5,COUPLES,2,102,Long (75-200w),Positive,2019,7,Summer,True
2019-07-06,2019-07,MOBILE,You have to go!,"There are many ways to see this and you will have many ways suggested to you by so many people wanting your business, some good and some scammers so beware. I suggest pre booking beat the queue especially if it’s hot. We went in 38 degrees.
This is a must see site if you are in Rome.
",5,FAMILY,2,57,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-06,OTHER,"Finally, it's back open!","Much reconstruction is still blocking some views, but what a thrill to see. Take your time walking this enormous area. Not something to do in a hurry. (They do have an elevator for those in need.)",4,COUPLES,1,36,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-06,MOBILE,Get a Guided Tour,"We had a group of eight of us and booked a personal tour guide that took us into the Colosseum.  Our entire wait to get in was about 5 minutes and our guide was fantastic!  The line for the general public was MASSIVE and looked to be hours long.  As a matter of fact, once there are a certain number of people in the Colosseum they stop letting people in. They basically only let people in as others come out. Don’t waste your day, get a tour!",5,FAMILY,2,87,Long (75-200w),Positive,2019,7,Summer,True
2019-07-07,2019-06,MOBILE,Beautiful Rome,This fountain is amazing and beautiful!  There are a lot of people there when you visit so beware of pick pockets. Worth the visit!,5,FAMILY,2,24,Short (<25w),Positive,2019,7,Summer,True
2019-07-07,2019-07,OTHER,A must see when in Rome,Great to view these historical monuments.  We booked a tour and had a great time.  It was also good that they only let 3000 people in at any one time.,5,FRIENDS,2,30,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-06,OTHER,great experience with the family,"We visited as part of a tour group, the tour group Fast Pass was great, walked right in.
We went up to the top first and got some family pics with colosseum in the background, then made our way back down, the refinished stage area was a reserved area.  We took advantage of the public restroom, before leaving.
  It was a hot day so finding the water fountain (top floor above restroom) and refilling our bottles was great.  Only had 45 minutes for the tour stop, but was enough for a quick look and a feel for the size of the Colosseum.",5,FAMILY,2,102,Long (75-200w),Positive,2019,7,Summer,True
2019-07-07,2019-06,OTHER,LIVED UP TO EXPECTATIONS,"Was glad that we pre-booked timed tickets for the Colosseum and the Roman Forum, Palatine Hill.  Managed to do all three on the day we arrived in Rome.  It is hard to describe but it is really worth the entrance fee to see inside.",5,COUPLES,2,44,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,Can cross off bucket list,Went with part of a tour group. Although even with a fast past we had to wait ages in the stinking hot heat don't give up. Truly amazing. Wish we had time to explore on our own & go up a level. Also lots of interesting things to see outside with more ruins. ,5,COUPLES,1,53,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-05,OTHER,Amazing history,The Colosseum is a must see whilst in Rome & provides an amazing site or view from every corner. It is mind blowing. I highly recommend arriving early to queue for entry & not pre- purchase tickets. An audio guide is not necessary as there is sufficient information supplied in English at the main sites. Your entry ticket includes the Palatine Hill & Roman Forum & the three sites will take all day so wear comfortable shoes & bring water & snacks. It would be great to visit these sites over two days if you have the time.,5,COUPLES,3,98,Long (75-200w),Positive,2019,7,Spring,True
2019-07-07,2019-07,OTHER,Fascinating visit,A must do when in Rome. Use a guide to get the most out of the visit (charge) or wander around the outside (free),5,FAMILY,1,24,Short (<25w),Positive,2019,7,Summer,True
2019-07-07,2019-06,MOBILE,Breathtaking!! (Beware of Photo Touts),"It was truly amazing to witness the colosseum and its ruins! In the summer, be sure to bring good walking shoes hats/umbrella during the 3-4 hours walking tour.

Beware of the photo touts who are dressed as gladiators/roman gear! Their modus operandi is to put the helmets directly onto your children and then giving them to chance to stop the family for quick photos. Before you know it, they demanded 40 Euros for 4 pictures using our own camera!! After some hackling, we quickly settled for 20 Euros and walked away for the safety of the family. Just to warn tourists with family - to avoid being potential targets!",4,FAMILY,2,109,Long (75-200w),Positive,2019,7,Summer,True
2019-07-07,2019-04,OTHER,Stunning,"this place was magical, buy a guided tour to get the best of it all and the inside story. You could spend all day here if you took your time and read everything and took in all the history this place offers",5,COUPLES,2,42,Medium (25-75w),Positive,2019,7,Spring,True
2019-07-07,2019-06,OTHER,Must do site in Rome,"We did a night time tour that included the underground areas and were quite pleased, helped out avoid the heat of the day and the crowds.  We all liked the tour (teens and adults) since had seen the Colosseum in films over the years wanted to see what the reality was as far as size and scope.",5,FAMILY,1,57,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,A must do,"This is an amazing place, you must by a tour ticket otherwise you will be in very long lines with out any shade.",5,COUPLES,2,23,Short (<25w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,Don’t buy the tours!!!,"This is a beautiful place and it only cost €12 to get in so don’t buy the tours which range from €35-55.
I recommend downloading the Rick Steves App and he’ll guide you through it! ",5,Unknown,2,35,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,As expected! ,Despite the hot temps the visit went as planned!  The lines were not long!  I wish they would clean up the trash in the area better! ,5,Unknown,1,26,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,Nice but super crowded ,"Indeed it is nice and you have to visit it, however I put 3 out of 5 as it is super crowded, the lineup takes over 3 hours.
Make sure you have enough of water, like a lot, as it’s quite hot and they are selling the water 5 EUR for 3 small bottles, so get with you some before you go.
We took the skip the line tour and it was super boring, not worth it, paid 70 EUR for 2 pax, once we get in, we left the tour guide lol not only us, as we bought it just to skip the line, I would say go, if the lineup is not long.",3,COUPLES,3,115,Long (75-200w),Neutral,2019,7,Summer,True
2019-07-07,2018-11,OTHER,Such an amazing historical place,"It tales my breathe away. So perfect, so historical, so beautiful. Highly recommended! must visit in Rome.",5,SOLO,2,17,Short (<25w),Positive,2019,7,Autumn,True
2019-07-07,2019-06,OTHER,Amazin Place,"Go early if you wish to visit this monument, but DO NOT MISS it!  Truly, this is one of the most historical and amazing things to see in your lifetime. Also, get a guided tour from one of the many companies in Rome as you'll learn so much!",5,FRIENDS,2,48,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,Just Wow,"A building which was made in just 8 years and still stand talls today after 2000 years.

Even after years and years of plunder!

This place is just magnificent.

Lines are huge but place is worth the wait.",5,COUPLES,1,38,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,AWESOME!,We visited the Colesseum last week and it was amazing!  We had booked a tour ahead of time which I STRONGLY RECIMMEND YOU DO.  If not the line is super long and gets slowed down once 3000 people are inside and you have to wait for people to exit.  Additionally if you book ahead of time you can get a tour which is awesome!,5,COUPLES,1,64,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,"You dont want to miss this! Skip the line colloseum, palatine Hill and forum romanum. ","Once in a life time experience. We had a skip the line deal for colloseum, palatine Hill and forum romanum. Only like 30 minutes to get in in stead of 3 to 5 hours. No waiting for palatine Hill or the forum in this case. This package deal is a once om a life time thing. You should definitly see these venues. It was great! ",5,COUPLES,2,65,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,A must for every visitor to Rome,"If you’re traveling with children who can listen, it’s better to go with a guide who will get you in without standing in line for an hour in the sun, can tell the stories and make them interesting and memorable.",5,FAMILY,1,40,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,Colosseum and Forum tour,"Colosseum and Forum tour with AJ with #livitaly tours. Amazing last tour of our trip. We going to really miss Rome. So rich with history, architecture, arts and much mire.",5,FAMILY,0,30,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,OTHER,A ’Must-See’?,"Everyone has heard of the majestic Colosseum. Tourists visiting Rome often visit this building and my friend and I were no exception. We even booked a 3h tour for Colosseum, Roman Forum and Palatine during our four day trip to Rome, but more on that later.

When we arrived to the Colosseum we couldn’t be anything but amazed at the sight of the world-famous building. We took pictures outside and enjoyed the beautiful view. If you are planning a trip to Rome, I would strongly recommend to visit this almost 2000-year old building and take pictures on it alternatively on you in front of it. 

If you are interested in history, just like I am, you might also go on a guided tour inside the old building. While this absolutely is a fun experience and something that is on most people’s bucket lists, there are a few things that might be beneficial to know beforehand, so you know what to expect and can prepare yourself accordingly.

Firstly, the inside is not near as beautiful as the outside (in my opinion at least). Considering this building has survived hundreds of years, it is no surprise that it looks like a ruin. Being so hyped up these days, I thought Colosseum had somehow managed to survive better than all other equally as old buildings in the world (which might have been a stupid preconception on my behalf). If you enter with another mindset than mine, i.e. of it to be in a not-so-great condition, it will probably be easier to enjoy its historical value and beauty.

Another thing to prepare yourself for, when visiting Colosseum, is the long lines outside. We came with a guide, but we still had to wait in line more than 30 min. When you get to the end of the line you will also have to go through a security check, just like that on airports (with metal detectors etc.). Try therefore to bring as little as possible.

To make sure that you really appreciate the history of the building, I would recommend to read a bit about it on your own before the trip, since you can’t blindly count on your guide to tell you everything about it. Our guided tour for example only lasted 20 minutes inside of the Colosseum before heading out to the next place. 

Colosseum is probably the biggest tourist attraction in Rome and where tourists are pickpockets thrive. When I was in Rome I didn’t witness nor experience any pickpocketing, but you should be aware of its existence. Always try to have one hand on your bag and if possible have the zippers close to your body. Don’t make yourself an easier target by carrying things in your pockets either. What I did experience during my stay, though, was the people who flocked outside of tourist attractions like Colosseum. They sold everything from water bottles and sun hats to umbrellas and wristbands. Do not under any circumstances buy these, since the people who are selling them do it illegaly on the black market. If you are thirsty, try finding a supermarket or café and buy water there instead. These people can be pretty stubborn and if you sound hesistant they will notice and keep talking to you. The best way to avoid feeling harrased and/or stressed is to politely, but firmly, say ”No, no grazie”, which translates to ”No, no thank you”. If you do this as you shake your head and move away from them, they will quickly notice you aren’t an easy target and move on instead. Don’t be afraid of sounding a bit rude, it is important to be firm with them. 

If you can see past the downsides of the Colosseum, it is a fun experience and if you only have these facts in your mind when visiting I believe you will have a great time!",3,FRIENDS,4,649,Very Long (200w+),Neutral,2019,7,Summer,True
2019-07-07,2019-06,OTHER,Rome!,The Colosseum is a must see for Rome. Go as early as you can in the morning. Go with a guide as there is so much history around and to the Colosseum.  It is really amazing to see what the Romans built!,5,FAMILY,2,42,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-07,MOBILE,Incredible ,"A must see, this experience changed my perspective on a lot of things. Make sure you pay for the guide you can skip the line, should be around $40.",5,COUPLES,1,29,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-07,2019-06,MOBILE,Wonderful historic site but beware the queues and rip-offs,"The Colosseum is a must see site in Rome. The site itself is awe-inspiring and well wirth several visits.

The organisation of visitors is, however, a shambles.

Firstly, you can expect to queue and queue.  You can book on tne Web. If you don't, even if you have tickets, you must queue at a ticket office, a couple of hundred metres from the Colosseum entry, to be issued with an entry time. You then have to queue to get in. Be warned, the issued entry time is pointless. It is not honoured. If you try to get to the gate on time, you are simply told to go back on the end of tne queue. Queing time on the day we visited was estimated to be 90 minutes to 2 hours. The queue has no shade or shelter. 

It is, however, a target for people offering guided tours. Their major sales pitch is that these tours enable you to ""skip the queue"". The first prices offered to us was 35 euros pp. Soon after, another seller wearing the same livery as the first offered tours for 30 euro pp. We accepted that offer. 

Did we ""skip the queue""? Hardly!! We waited almost 20 minutes for tbe guided tour to commence then found ourselves in another queue, this one for guided tours. We were told breathlessly by our guided that we had ""skipped the queue"". The new queue we joined finally resulted in admission to the Colosseum after a further 35 minute wait. 

To be fair, our guided tour, once we got in, was very good. Our guide was personable and knowledgeable. She made it worth the 30 euro fee. 

The ""skip the queue"" sales pitch is, however,  almost fraudulent. 

If you decide to endure the normal queue in hot weather - it was 32C on the day we visited - then take good hats, sun screen and plenty of water.",3,COUPLES,2,320,Very Long (200w+),Neutral,2019,7,Summer,True
2019-07-08,2019-07,MOBILE,Arena floor gladiators gate,"Def worth a visit, did a tour with explore Italy very knowledgeable. I did the 1700 Tour lot cooler and not so crowded. ",5,SOLO,2,23,Short (<25w),Positive,2019,7,Summer,True
2019-07-08,2019-07,MOBILE,Awesome,What an amazing building. Would recommend skip the queues as they are much easier and well organised. Very interesting and awe inspiring.,5,COUPLES,2,22,Short (<25w),Positive,2019,7,Summer,True
2019-07-08,2019-06,OTHER,One of the marvel of mankind,Must see when you are in Rome. Could be very hot during summer. Take it with you water bottle and hat.,5,FAMILY,3,21,Short (<25w),Positive,2019,7,Summer,True
2019-07-08,2019-07,MOBILE,Scammers ,"It is most see in rome. It is free to get in there is a que, you get told by the scummers that it will be 2 to 5 hours to get in so have a €15 for a tour but your be in with in 20 minute ",5,COUPLES,0,48,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-08,2019-05,OTHER,Viewing the Colosseum from underground,"We visited the Colosseum on our first trip to Rome, it was a great experience as our guide took us underground to see where the gladiators and animals were housed before battle and how they entered the arena, it gave a different perspective of the whole Colosseum. The museum at the Colosseum was really quite great as well.",4,COUPLES,2,58,Medium (25-75w),Positive,2019,7,Spring,True
2019-07-08,2019-06,MOBILE,Small Group Tour,It is amazing to realize how long this has existed. A small group tour with Walks of Italy was the perfect way to see this site. Our guide said that those in power realized that food and entertainment were the way to keep people happy and the colosseum was one place that kept people entertained. ,5,Unknown,2,55,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-08,2019-06,OTHER,On Everyone's Bucket List,"When traveling to Rome, Italy the Colosseum is probably by far the #1 on everyone's bucket It's truly a marvel of ancient times and everything you probably expect to see. Be prepared to handle the large crowds and lines . We entered with a group and a guide who seemed to know the tricks to and get us in a bit quicker. Am I glad I visited. Yes. Would I go again probably not. On to other destinations",4,Unknown,2,78,Long (75-200w),Positive,2019,7,Summer,True
2019-07-08,2019-07,OTHER,Much Safer To Visit,"A Lot Has Changed Since I Last Visited The Colosseum In 2005. Much More Security And The Gypsies Are All But Gone. They Have Cleaned Up The Area Around The Colosseum.  Felt More Relaxed But Still Have To Keep Your Guard Up Because There Are Still Pickpockets Around. The Cost To See The Colosseum From The Outside Is Free But If You Wish To Go Inside You Need To Buy A Ticket From A Tour Company Who Will Provide A Guide To Take You Inside. I Did Not Go Inside. If You Wish To Purchase A Ticket There Are Many Places Around Rome That Sell Them. I Would Recommend Buying From City Wonders On Line Before Going To Rome.  I Had Some Friends Do That And They Said It Was Worth It,The Ticket They Bought Also Included The Roman Forum And Palatine Hill.",4,FRIENDS,2,143,Long (75-200w),Positive,2019,7,Summer,True
2019-07-08,2019-07,MOBILE,Family holiday,A most impressive remnant of a bygone era. The Romans certainly had a different way of entertaining the masses. ,4,Unknown,1,19,Short (<25w),Positive,2019,7,Summer,True
2019-07-08,2019-04,MOBILE,Amazing ,"To finally see this historic structure was very moving.  To walk where Ancient Romans did, to touch the walls, columns, and pathways was awesome. Spend time just soaking it all In!   Hiring a tour guide and skip the line passes was worth it!  ",5,FAMILY,1,43,Medium (25-75w),Positive,2019,7,Spring,True
2019-07-08,2019-07,OTHER,Amazing to see in person. Essential to Book Tickets in ADVANCE!,"On my second visit and I still agree the Colosseum is definitely worth going in to see - even if you only go for 20 minutes and don't spend hours in there. The history and sheer scale of the sight is incredible. 

The whole ticket sales and queueing situation is absolutely shocking and soul destroying, so yes - I think it is absolutely worth paying extra to skip queues. Also, the earlier the better - because of the crowds and the heat.",4,COUPLES,2,82,Long (75-200w),Positive,2019,7,Summer,True
2019-07-08,2019-07,MOBILE,Colosseum visit," It was really good to see the monument, was very crowded, better to go with prior booking in skip the line tickets, was very hot though, better to go before sun during summer ",3,COUPLES,1,33,Medium (25-75w),Neutral,2019,7,Summer,True
2019-07-08,2019-07,MOBILE,Sweltering!! ,Was amazing to see in person but the heat of the day ruined the experience. Come prepared and I’d recommend pre buying a ticket x,4,Unknown,2,25,Short (<25w),Positive,2019,7,Summer,True
2019-07-08,2019-07,OTHER,Don't book with VIATOUR!,"Paid over $300 CDN for a premium 'floor arena' access with a guide only to be told before we went in that due to high volume, we would NOT be able to have the tour we purchased.  I could have purchased the Colosseum, Palatine Hill and Forum tickets for a total of 24 Euros for my whole family (and done the free downloadable Rick Steves audio guide).  Guides in Italy told us to take up the matter with Viatour at home. My first email complaint came back with 'sorry no refunds, sucks to be you', and then when pressed again, they offered $39 CDN.  Brutal. We'll never be able to get back to Italy as a family again so this was a real bummer.  If I had to do it again, I wouldn't bother with a tour guide, she even skimped on details of 'what the Gladiators experienced' fearing it was too gross for people to handle. THIS IS WHY I AM HERE...to learn this... ",1,Unknown,3,165,Long (75-200w),Negative,2019,7,Summer,True
2019-07-08,2019-07,OTHER,Skip the line tour with Headout - VIT Group - Chaotic - not recommendable,"After our first desaster with Headout for a Vatican Tour which they confirmed and later told us that it was not available, this was the second tour we booked with them and their operator VIT Group in this case. The start was a bit chaotic and the skip the line tour did not get off at 10:45 am as booked. We had to stand in queue for over an hour in the skip the line queue in 33 degrees to get in and had 3 different ""guides"" during this time. Then we were in they told us due to the delay the tour to the Roman Forum was delayed by 30 minutes which meant for us that we could not participate anymore due to other engagements although we had paid. We went to the meeting point to let them know that they should not wait for us as we would not be able to make it, but at 1 pm the meeting time we could not find anyone from Headout at the meeting point.
Headout never again",1,COUPLES,0,177,Long (75-200w),Negative,2019,7,Summer,True
2019-07-08,2019-07,MOBILE,Beautiful ,It is an amazing monument. It worth to be seen by someone. I suggest to someone to go inside  once to see the place but if you don’t have time don’t worry. ,5,FRIENDS,0,32,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-08,2019-07,OTHER,Disappointing,Waste of 78 euro for 2 with skip the queue and tour guide just save your money and walk round it I am sure their will be a point where you can look inside ,2,COUPLES,2,34,Medium (25-75w),Negative,2019,7,Summer,True
2019-07-08,2019-07,MOBILE,Don’t waste your money by “Skip the tour”,"After taking the “ skip the line” tour and waiting in line for 2 hours I would recommend taking the cab to colosseum, waiting in regular line and renting the translator thingy at the kiosk and call it a day..... save money and wait in the line as long as the people wait in the skip the line.... this skip the line is the biggest scam ever ... it’s not a fast pass not even close .... ",3,FAMILY,2,77,Long (75-200w),Neutral,2019,7,Summer,True
2019-07-08,2019-07,OTHER,Colosseum Visit,great experience and good place for tourists to visit if they want to do some sightseeing.  Besides the construction work it looked great,5,FAMILY,2,23,Short (<25w),Positive,2019,7,Summer,True
2019-07-09,2018-08,OTHER,Beautiful but Busy,"Don’t spend all day there.
It will be busy but it’s big enough for some good pictures,
There are some nice food places and a water tap behind so you can get what you need.",5,Unknown,2,35,Medium (25-75w),Positive,2019,7,Summer,True
2019-07-09,2018-09,OTHER,Gotta go at night,Going at night was the best because there are literally no crowds and you can get a better feel of how eerie the Colosseo really is. Good walking shoes and be prepared to climb the most ridiculous stairs you've ever encountered.,5,COUPLES,1,41,Medium (25-75w),Positive,2019,7,Autumn,True
